<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<LAST>,<CLOSE>,<VOL>
13960726,435.37,443,432,438.61,436.99,38925304
13960729,444.54,459,445,458.03,456.95,93085669
13960730,463.42,474,454,456.41,462.34,44805113
13960801,461.26,463,447,447.24,452.63,32773258
13960802,455.33,455,447,448.32,449.94,18312780
13960803,447.24,458,447,448.86,451.01,23087897
13960806,449.40,453,439,440.76,442.92,30637363
13960807,443.46,445,432,433.21,435.91,37296446
13960808,428.90,434,424,432.13,428.90,42860546
13960809,434.29,445,432,435.91,437.53,33384787
13960810,437.53,442,431,433.75,433.75,30736823
13960813,428.90,432,422,424.58,427.82,59446189
13960814,431.59,433,425,428.36,428.36,85987266
13960815,427.82,431,424,425.66,425.66,28005007
13960816,424.04,425,416,418.11,419.72,36057566
13960817,421.34,428,414,422.42,419.72,25292458
13960820,425.66,429,420,420.80,423.50,24458505
13960821,425.12,428,418,419.18,420.80,20887745
13960822,419.18,427,419,421.34,422.42,22325392
13960823,426.20,428,420,419.72,422.42,15573148
13960824,420.80,424,419,419.72,420.80,18646830
13960827,423.50,424,413,417.03,416.49,23838449
13960829,419.18,424,413,414.33,417.57,20112350
13960830,415.41,421,412,414.87,414.33,28165401
13960901,411.63,429,412,424.58,420.80,34386568
13960904,427.28,442,427,441.84,439.68,89986702
13960905,445.08,455,438,438.61,443.46,37915150
13960907,432.67,445,429,429.97,434.29,43768829
13960908,429.97,436,426,427.82,428.36,22969307
13960911,427.28,436,425,425.12,428.36,27248738
13960912,433.75,442,426,427.82,431.59,28570589
13960913,426.74,432,425,426.20,426.74,19954741
13960914,424.58,432,424,424.04,426.74,25210033
13960918,428.90,430,421,421.34,424.58,25985225
13960919,424.04,429,421,422.96,422.96,23034855
13960920,426.20,444,422,444.00,441.84,222689205
13960921,463.42,463,463,463.42,463.42,8644348
13960922,486.08,486,466,486.08,481.77,460750068
13960925,490.94,493,475,480.15,482.30,98182210
13960926,481.23,504,481,490.94,492.56,103780552
13960927,492.56,517,493,516.83,508.20,161861470
13960928,523.31,530,510,517.91,521.15,114686578
13960929,518.99,524,506,517.91,514.13,95349550
13961002,523.31,523,489,488.78,499.03,163975253
13961003,484.46,485,474,474.21,476.91,84392877
13961004,465.04,488,465,472.05,475.29,92171126
13961005,475.83,481,458,463.42,463.42,68587260
13961006,463.96,464,455,456.95,458.57,48138975
13961009,447.78,448,436,437.53,439.68,87084516
13961010,431.59,436,418,428.36,422.96,139126060
13961011,427.82,444,427,444.00,439.68,23514532
13961012,454.25,461,448,453.17,456.95,131462184
13961013,458.03,458,441,445.08,447.24,36693575
13961016,445.08,457,445,447.78,449.94,17976077
13961017,453.17,472,451,472.05,470.98,135215311
13961018,480.15,487,470,472.59,477.45,76116882
13961019,466.66,474,459,459.11,461.80,38752476
13961020,458.57,481,453,467.74,469.36,53710431
13961023,469.36,484,464,465.58,471.51,32792384
13961024,469.36,471,460,460.73,463.42,31409066
13961025,462.88,470,454,455.87,460.19,33167868
13961026,462.88,463,447,454.25,451.55,37223533
13961027,459.65,468,453,453.71,456.95,45404494
13961030,461.26,461,446,446.70,448.32,42601876
13961101,444.00,457,440,446.70,447.78,29153177
13961102,447.78,465,448,453.17,456.95,31094216
13961103,454.79,463,450,453.17,454.25,20883211
13961104,454.25,454,448,449.40,449.40,33268477
13961107,452.09,452,443,446.70,445.08,27801764
13961108,450.47,450,443,447.24,446.16,21148428
13961109,447.78,453,445,448.86,447.78,29553941
13961110,448.86,456,446,446.70,448.32,20760117
13961121,463.42,465,444,458.57,460.73,24650102
13961123,462.34,463,453,458.57,457.49,37995165
13961124,459.11,477,456,470.98,465.04,47767559
13961125,470.44,474,454,453.71,461.26,49509493
13961128,463.42,484,453,483.92,481.23,263729650
13961129,485.54,486,463,464.50,469.90,60879708
13961130,465.58,466,454,458.57,458.57,28277404
13961202,453.17,453,447,452.09,449.94,39304056
13961205,454.79,470,449,459.11,459.65,33467304
13961206,459.11,463,456,456.41,458.57,20174322
13961207,455.33,461,453,454.25,454.79,23066823
13961208,455.87,460,454,456.41,456.41,26803740
13961209,456.41,459,451,451.01,453.17,40936922
13961212,453.17,455,445,446.70,447.24,44085933
13961213,445.62,460,446,451.55,454.25,26356917
13961214,452.63,460,449,454.25,453.71,25788035
13961215,453.17,474,453,468.82,463.96,80311216
13961216,473.67,475,456,461.26,467.74,75382503
13961219,457.49,463,447,448.86,451.01,33635527
13961220,452.09,452,439,440.76,443.46,38335119
13961221,440.22,448,440,443.46,445.08,15472714
13961222,441.30,448,435,436.99,439.15,31046807
13961223,439.68,442,437,438.07,438.61,23873121
13961226,435.91,447,435,436.45,438.61,25113940
13961227,436.99,447,437,445.08,445.08,73609145
13961228,445.08,457,445,452.63,453.17,15860386
13970105,451.55,455,448,452.09,451.55,5837478
13970106,448.86,452,445,449.94,449.40,14106556
13970107,447.78,453,445,446.16,447.24,9313941
13970108,445.08,454,445,453.17,448.86,12293402
13970114,458.57,471,459,463.96,465.58,34709978
13970115,463.96,464,456,458.03,459.11,11929407
13970118,460.73,461,446,448.32,448.86,13134057
13970119,442.92,452,437,442.92,440.76,35401278
13970120,437.53,447,438,445.62,444.00,35719841
13970121,443.46,444,438,438.61,439.68,21208380
13970122,438.61,445,422,424.04,427.82,89727405
13970126,425.66,434,407,410.01,410.55,99669287
13970127,404.62,416,398,410.01,410.55,23648235
13970128,407.32,417,399,405.16,404.08,31216403
13970129,405.70,411,401,405.70,402.46,68261062
13970201,401.92,410,397,397.07,401.92,33553554
13970202,398.14,402,387,390.05,392.21,32437622
13970203,388.43,394,384,386.81,386.81,37056175
13970204,390.05,406,387,405.16,401.92,41439376
13970205,405.16,410,399,399.76,403.54,20033847
13970208,392.21,396,384,384.66,385.74,47112613
13970209,378.72,388,372,376.56,379.80,29525254
13970210,371.17,382,371,375.49,376.03,27699024
13970211,376.03,388,373,380.34,381.42,19172409
13970215,380.34,387,376,377.64,378.72,16920577
13970216,382.50,391,373,381.42,381.96,30339726
13970217,378.72,394,379,391.13,390.05,22110058
13970218,393.83,401,388,393.83,393.29,22549716
13970219,392.75,393,374,380.88,385.20,64427325
13970222,378.72,391,379,391.13,386.28,22846528
13970223,388.97,405,388,405.16,403.54,57054541
13970224,408.93,424,409,423.50,420.80,82445489
13970225,422.96,433,410,410.01,420.80,39056036
13970226,407.85,416,408,409.47,411.63,31146788
13970229,410.01,426,409,415.95,418.64,34218258
13970230,421.88,429,416,418.64,422.96,40001652
13970231,425.12,425,413,418.11,417.57,21648759
13970301,412.17,420,407,417.03,411.09,28523980
13970302,412.71,432,413,431.59,429.97,63857163
13970305,451.01,451,451,451.01,451.01,22247260
13970306,458.03,469,450,451.55,457.49,148851975
13970307,453.17,454,438,439.15,442.38,49621998
13970308,436.99,453,435,447.78,443.46,13928042
13970309,460.19,480,453,458.03,461.26,64647803
13970312,454.79,472,454,458.57,461.26,46720049
13970313,454.79,459,450,453.71,454.79,27210142
13970319,451.55,459,438,438.61,443.46,26946321
13970320,442.38,466,439,465.58,458.03,341248879
13970321,470.44,481,468,480.69,478.53,280469356
13970322,495.79,502,487,496.87,499.57,196623426
13970323,524.38,550,524,550.28,543.27,30768075
13970327,570.24,570,570,570.24,570.24,136360041
13970328,598.30,598,573,588.04,594.52,535811916
13970329,583.73,624,572,624.19,608.01,189704566
13970330,638.22,638,638,638.22,638.22,22593705
13970402,670.05,670,670,670.05,670.05,7584103
13970403,703.50,739,703,738.56,736.40,15094736
13970404,773.09,773,761,773.09,773.09,574545854
13970405,754.75,769,735,734.79,740.18,405199357
13970406,703.50,723,668,695.94,679.22,387411287
13970409,712.67,713,691,698.64,708.89,286144749
13970410,696.48,697,674,673.82,675.44,142379039
13970411,674.36,707,643,685.15,674.90,205774402
13970412,693.25,708,688,708.35,706.19,171317925
13970413,728.85,741,691,701.34,719.68,197152408
13970416,695.94,719,684,687.31,691.09,152784831
13970417,675.44,695,675,678.68,686.23,49281732
13970419,674.90,712,674,680.30,687.31,60546041
13970420,677.06,695,653,663.57,665.73,140284393
13970502,647.93,672,636,641.45,645.23,62740295
13970503,655.48,688,639,687.85,665.73,97354908
13970506,698.64,699,699,698.64,698.64,12303960
13970507,733.17,733,713,733.17,731.55,263820087
13970508,752.05,768,744,767.70,762.30,90657501
13970509,800.06,800,800,800.06,800.06,1790240
13970510,839.99,882,798,814.63,823.26,354953613
13970513,803.84,847,783,819.49,811.93,178710274
13970514,836.21,852,828,852.40,851.32,296942195
13970515,893.40,893,890,893.40,893.40,211243246
13970516,900.95,938,889,937.63,925.23,403518816
13970517,944.11,966,897,953.82,936.56,206162262
13970520,964.61,983,951,982.41,974.86,110750314
13970521,984.03,1020,935,967.31,975.40,168560730
13970522,959.75,960,927,926.85,928.46,169195229
13970523,900.95,968,894,916.06,928.46,262984858
13970524,917.67,935,901,909.04,910.12,90500232
13970527,900.95,909,870,898.25,886.92,125814173
13970528,927.92,931,912,931.16,930.62,173980189
13970529,965.69,977,955,977.02,971.62,138640294
13970530,971.62,1004,933,985.11,979.72,143090350
13970603,992.12,1017,959,964.61,977.56,88109954
13970604,962.45,1025,939,1018.02,996.44,153936634
13970605,1024.49,1046,1020,1046.07,1042.30,148477344
13970606,1068.19,1078,991,1035.82,1032.59,199643971
13970607,1046.61,1064,1025,1030.43,1046.07,83258893
13970610,1030.43,1055,1003,1008.85,1021.80,83511373
13970611,1003.99,1009,971,971.08,974.86,120625998
13970612,981.87,1023,961,1023.41,1007.23,112132575
13970613,1041.22,1057,1026,1052.01,1046.61,95953414
13970614,1052.01,1054,1022,1046.61,1036.90,80737308
13970617,1052.01,1089,1044,1088.69,1080.06,107292688
13970618,1134.01,1134,1128,1134.01,1134.01,34682285
13970619,1190.66,1191,1176,1190.66,1190.66,76919068
13970620,1250.00,1250,1199,1250.00,1237.59,166669441
13970621,1299.09,1364,1299,1363.83,1363.29,39638814
13970624,1431.27,1431,1312,1333.08,1386.49,239880651
13970625,1354.12,1381,1317,1370.31,1342.79,163197500
13970626,1401.06,1409,1343,1346.57,1384.87,182774412
13970627,1374.08,1392,1323,1348.73,1355.20,109734780
13970631,1375.70,1419,1370,1383.79,1395.66,96652302
13970701,1413.47,1465,1413,1465.26,1460.94,68138908
13970702,1533.77,1534,1534,1533.77,1533.77,37935833
13970703,1610.38,1610,1610,1610.38,1610.38,22150017
13970704,1690.76,1691,1691,1690.76,1690.76,8961083
13970707,1774.92,1863,1775,1863.40,1855.85,224306199
13970708,1948.64,1949,1949,1948.64,1948.64,41402282
13970709,2045.75,2046,2046,2045.75,2045.75,6950834
13970714,2147.71,2148,2040,2040.35,2095.92,72851064
13970715,1991.26,1991,1991,1991.26,1991.26,44613632
13970716,1891.99,1892,1892,1891.99,1891.99,13858218
13970717,1797.58,1952,1798,1797.58,1830.49,550695159
13970718,1739.32,1775,1739,1739.32,1740.40,86677768
13970721,1653.54,1654,1654,1653.54,1653.54,1808016
13970722,1571.00,1571,1493,1492.77,1494.39,442664807
13970723,1537.55,1569,1521,1568.84,1563.98,185562457
13970724,1617.39,1618,1486,1530.00,1555.35,202330861
13970725,1477.67,1502,1478,1477.67,1479.82,185289021
13970728,1510.57,1554,1511,1553.73,1545.10,118099958
13970729,1596.89,1597,1548,1552.11,1564.52,107275040
13970730,1548.34,1548,1486,1486.30,1492.23,119898436
13970801,1505.18,1505,1418,1417.78,1431.81,43105749
13970802,1360.60,1361,1361,1360.60,1360.60,11628668
13970805,1292.62,1293,1293,1292.62,1292.62,15833748
13970806,1228.42,1228,1228,1228.42,1228.42,4749892
13970807,1289.38,1351,1227,1321.21,1291.54,161897311
13970809,1342.79,1356,1292,1355.74,1341.71,84173440
13970812,1375.70,1408,1333,1349.81,1370.31,84836153
13970813,1359.52,1397,1302,1301.79,1318.52,101763615
13970814,1301.79,1380,1284,1371.39,1347.11,68609308
13970815,1348.73,1414,1349,1414.01,1412.39,161712364
13970819,1457.16,1483,1426,1482.52,1470.65,125489306
13970820,1532.15,1544,1505,1544.02,1540.79,160214447
13970821,1616.31,1616,1591,1592.04,1614.70,17618250
13970822,1695.08,1753,1610,1610.38,1667.57,166174232
13970823,1584.48,1584,1584,1584.48,1584.48,35012347
13970826,1505.72,1548,1506,1505.72,1510.57,149422088
13970827,1510.57,1553,1435,1440.44,1451.23,164108483
13970828,1450.15,1490,1403,1450.15,1459.86,73132915
13970829,1446.91,1500,1419,1451.23,1450.69,133690747
13970911,1638.00,1639,1557,1613.00,1579.00,276890461
13970912,1638.00,1657,1611,1657.00,1654.00,153175000
13970913,1736.00,1736,1660,1736.00,1724.00,218034863
13970914,1781.00,1810,1748,1810.00,1802.00,191478485
13970917,1885.00,1892,1825,1892.00,1884.00,83909648
13970918,1978.00,1978,1820,1930.00,1909.00,331034933
13970919,1983.00,2082,1956,2081.00,2035.00,255638040
13970921,2070.00,2136,2001,2088.00,2091.00,314892645
13970924,2092.00,2145,1987,1987.00,2032.00,213913381
13970925,1950.00,2030,1931,1931.00,1954.00,100775878
13970926,1857.00,1927,1857,1857.00,1865.00,302047730
13970927,1855.00,1935,1801,1921.00,1903.00,181773107
13970928,1934.00,1934,1830,1868.00,1868.00,110068553
13971001,1860.00,1898,1785,1825.00,1834.00,99679716
13971002,1830.00,1909,1785,1881.00,1879.00,117041114
13971003,1900.00,1945,1880,1926.00,1916.00,71058515
13971004,1950.00,1953,1890,1896.00,1911.00,67864021
13971005,1920.00,1920,1856,1875.00,1881.00,88768208
13971008,1895.00,1898,1830,1836.00,1858.00,76250197
13971009,1835.00,1888,1795,1845.00,1844.00,76128643
13971010,1901.00,1901,1847,1850.00,1874.00,60828564
13971011,1856.00,1856,1799,1799.00,1813.00,106846429
13971012,1790.00,1795,1723,1725.00,1736.00,146432861
13971015,1680.00,1731,1650,1650.00,1660.00,116289989
13971016,1632.00,1743,1590,1743.00,1708.00,182413126
13971017,1750.00,1790,1725,1750.00,1764.00,92738896
13971018,1770.00,1770,1693,1710.00,1715.00,75405584
13971019,1778.00,1866,1690,1728.00,1747.00,79577230
13971022,1706.00,1706,1660,1660.00,1666.00,172881087
13971023,1621.00,1661,1591,1628.00,1614.00,143334982
13971024,1620.00,1645,1575,1589.00,1595.00,109869919
13971025,1580.00,1622,1550,1586.00,1577.00,125967848
13971026,1590.00,1619,1585,1595.00,1596.00,66545717
13971029,1612.00,1612,1556,1560.00,1569.00,67675669
13971030,1560.00,1560,1501,1534.00,1516.00,99410646
13971101,1591.00,1591,1510,1591.00,1579.00,203193863
13971102,1599.00,1620,1551,1567.00,1580.00,82562885
13971103,1559.00,1561,1520,1530.00,1533.00,67632310
13971106,1530.00,1530,1457,1464.00,1468.00,144011197
13971107,1452.00,1509,1443,1454.00,1468.00,84698709
13971108,1460.00,1469,1402,1406.00,1416.00,90540518
13971109,1420.00,1489,1353,1433.00,1429.00,317461808
13971110,1441.00,1441,1369,1371.00,1387.00,191121766
13971113,1350.00,1357,1318,1318.00,1326.00,93095235
13971114,1290.00,1310,1260,1278.00,1271.00,269460487
13971115,1292.00,1334,1292,1334.00,1325.00,85786971
13971116,1391.00,1391,1354,1391.00,1387.00,245735040
13971117,1430.00,1449,1385,1388.00,1416.00,217326972
13971121,1380.00,1380,1346,1346.00,1355.00,140337882
13971123,1325.00,1345,1289,1299.00,1303.00,127297929
13971124,1300.00,1368,1300,1368.00,1355.00,216305953
13971127,1375.00,1418,1370,1382.00,1396.00,120587927
13971128,1370.00,1389,1330,1341.00,1343.00,102257259
13971129,1390.00,1440,1351,1364.00,1373.00,70507459
13971130,1376.00,1413,1353,1384.00,1387.00,110738188
13971201,1394.00,1456,1382,1456.00,1448.00,237525400
13971204,1498.00,1520,1480,1520.00,1517.00,272850005
13971205,1550.00,1562,1491,1499.00,1526.00,206910876
13971206,1505.00,1592,1488,1560.00,1548.00,240205411
13971207,1520.00,1555,1478,1506.00,1509.00,174467865
13971208,1520.00,1534,1475,1490.00,1495.00,143447231
13971211,1484.00,1484,1431,1449.00,1449.00,125085965
13971212,1440.00,1484,1396,1460.00,1429.00,198487782
13971213,1472.00,1488,1450,1470.00,1475.00,125509004
13971214,1480.00,1487,1425,1429.00,1441.00,78919623
13971215,1420.00,1448,1404,1419.00,1418.00,95843122
13971218,1406.00,1418,1375,1380.00,1385.00,102666771
13971219,1370.00,1548,1370,1445.00,1457.00,163153743
13971220,1447.00,1504,1435,1460.00,1479.00,207498599
13971221,1455.00,1472,1427,1430.00,1443.00,96559874
13971222,1480.00,1499,1426,1429.00,1450.00,129386763
13971225,1430.00,1465,1408,1423.00,1432.00,116501824
13971226,1446.00,1477,1421,1428.00,1437.00,76091971
13971227,1440.00,1459,1437,1440.00,1446.00,78934216
13971228,1450.00,1480,1450,1462.00,1465.00,137639324
13980105,1475.00,1477,1440,1447.00,1449.00,63561126
13980106,1450.00,1469,1431,1464.00,1452.00,101521005
13980107,1469.00,1524,1468,1524.00,1518.00,235350064
13980110,1560.00,1593,1540,1593.00,1589.00,237725261
13980111,1630.00,1645,1531,1572.00,1584.00,229097328
13980117,1591.00,1625,1548,1613.00,1601.00,146915872
13980118,1640.00,1681,1621,1639.00,1670.00,349939681
13980119,1640.00,1738,1619,1707.00,1691.00,341774293
13980120,1699.00,1739,1652,1705.00,1690.00,232791906
13980121,1718.00,1772,1689,1751.00,1748.00,260484062
13980124,1774.00,1800,1687,1700.00,1727.00,224141710
13980125,1676.00,1719,1649,1699.00,1682.00,187840409
13980126,1705.00,1759,1705,1710.00,1727.00,184042441
13980127,1716.00,1722,1641,1641.00,1669.00,199431015
13980128,1610.00,1645,1586,1611.00,1610.00,188612009
13980131,1625.00,1685,1625,1680.00,1660.00,180823366
13980202,1710.00,1710,1601,1612.00,1643.00,177492583
13980203,1606.00,1635,1582,1586.00,1604.00,132619187
13980204,1600.00,1636,1581,1600.00,1599.00,158783826
13980207,1616.00,1644,1601,1609.00,1616.00,158753277
13980208,1627.00,1675,1627,1671.00,1655.00,191717384
13980209,1689.00,1770,1689,1741.00,1715.00,179365420
13980210,1770.00,1770,1646,1673.00,1706.00,221924251
13980211,1670.00,1699,1649,1681.00,1677.00,203414932
13980214,1659.00,1760,1659,1760.00,1747.00,452145051
13980215,1808.00,1834,1750,1834.00,1822.00,617411040
13980216,1890.00,1913,1780,1879.00,1883.00,1013887239
13980217,1895.00,1920,1789,1789.00,1801.00,535396810
13980218,1800.00,1885,1780,1870.00,1834.00,395167702
13980221,1785.00,1833,1743,1743.00,1782.00,337783280
13980222,1723.00,1748,1693,1695.00,1698.00,369716505
13980223,1710.00,1770,1680,1743.00,1728.00,184637901
13980224,1751.00,1789,1725,1733.00,1749.00,228450848
13980225,1762.00,1775,1681,1719.00,1730.00,186002489
13980228,1721.00,1790,1716,1750.00,1763.00,205286855
13980229,1759.00,1841,1734,1820.00,1806.00,302476977
13980230,1830.00,1830,1753,1774.00,1783.00,154781329
13980231,1768.00,1810.00,1768.00,1773.00,1788.00,130861242
